,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
856,3d6.(5D<2>).5g,2[2],3/2,4.0,14.1088199,6e-07,,                                                                             ,L18349,5
857,3d6.(5D<2>).5g,2[6],13/2,14.0,14.1095483,6e-07,,                                                                             ,L18349,5
858,3d6.(5D<2>).5g,2[6],11/2,12.0,14.1095509,6e-07,,                                                                             ,L18349,5
859,3d6.(5D<2>).5g,2[3],7/2,8.0,14.109609,6e-07,,                                                                             ,L18349,5
860,3d6.(5D<2>).5g,2[3],5/2,6.0,14.1096247,6e-07,,                                                                             ,L18349,5
861,3d6.(5D<2>).5g,2[4],9/2,10.0,14.1102948,6e-07,,                                                                             ,L18349,5
862,3d6.(5D<2>).5g,2[4],7/2,8.0,14.1103288,6e-07,,                                                                             ,L18349,5
863,3d6.(5D<2>).5g,2[5],11/2,12.0,14.1105768,6e-07,,                                                                             ,L18349,5
864,3d6.(5D<2>).5g,2[5],9/2,10.0,14.110583,6e-07,,                                                                             ,L18349,5
865,3d6.(3D).4d,4P,3/2,4.0,14.1122413,6e-07,,                                                                             ,L18349,4
866,3d6.(5D<1>).5f,2[2]*,3/2,4.0,14.1166218,6e-07,,  65  3d6.(5D<1>).5f 2[2]*            :     9  3d5.(2F1).4s.(1F<3>).4p 2[2]* ,L18349c137,5
867,3d6.(5D<1>).5f,2[4]*,7/2,8.0,14.1182225,6e-07,,  75  3d6.(5D<1>).5f 2[4]*            :     5  3d6.(5D<1>).5f          2[3]* ,L18349c137,5
868,3d6.(5D<1>).5f,2[4]*,9/2,10.0,14.1184226,6e-07,,  92  3d6.(5D<1>).5f 2[4]*                                                   ,L18349c137,5
869,3d6.(5D).6d,6D,5/2,6.0,14.1260791,6e-07,,                                                                             ,L18349,6
870,3d6.(5D).6d,6D,9/2,10.0,14.1288093,6e-07,,                                                                             ,L18349,6
871,3d6.(5D).6d,6D,7/2,8.0,14.1556755,6e-07,,                                                                             ,L18349,6
872,3d6.(5D<1>).5g,2[3],7/2,8.0,14.132075,6e-07,,                                                                             ,L18349,5
873,3d6.(5D<1>).5g,2[3],5/2,6.0,14.1320779,6e-07,,                                                                             ,L18349,5
874,3d6.(5D<0>).5f,2[3]*,7/2,8.0,14.1325995,6e-07,,  86  3d6.(5D<0>).5f 2[3]*                                                   ,L18349c137,5
875,3d6.(5D<1>).5g,2[5],11/2,12.0,14.1331316,6e-07,,                                                                             ,L18349,5
876,3d6.(5D<1>).5g,2[5],9/2,10.0,14.1331327,6e-07,,                                                                             ,L18349,5
877,3d6.(5D).6d,4D,7/2,8.0,14.1354271,6e-07,,                                                                             ,L18349,6
878,3d6.(5D<1>).5g,2[4],9/2,10.0,14.1368149,6e-07,,                                                                             ,L18349,5
879,3d6.(5D<1>).5g,2[4],7/2,8.0,14.1368748,6e-07,,                                                                             ,L18349,5
880,3d6.(5D).6d,114094,5/2,6.0,14.1458834,6e-07,,                                                                             ,L18349,6
881,3d6.(5D<0>).5g,2[4],9/2,10.0,14.1459384,6e-07,,                                                                             ,L18349,5
882,3d6.(5D<0>).5g,2[4],7/2,8.0,14.1459608,6e-07,,                                                                             ,L18349,5
883,3d6.(3G).5p,4H*,11/2,12.0,14.1468316,6e-07,,  49  3d6.(3G).5p 4H*                 :    41  3d6.(3G).5p             2H*   ,L18349c137,5
884,3d6.(3G).5p,4H*,13/2,14.0,14.1471506,6e-07,,  88  3d6.(3G).5p 4H*                 :     5  3d5.(2G2).4s.(3G).4p    4H*   ,L18349c137,5
885,3d6.(3G).5p,4H*,7/2,8.0,14.2043157,6e-07,,  57  3d6.(3G).5p 4H*                 :     9  3d5.(2H).4s.(3H).4p     4H*   ,L18349c137,5
886,3d6.(5D).6d,4G,11/2,12.0,14.1537529,6e-07,,                                                                             ,L18349,6
887,3d6.(5D).6d,4G,9/2,10.0,14.1940165,6e-07,,                                                                             ,L18349,6
888,3d6.(5D).6d,4G,7/2,8.0,14.2143044,6e-07,,                                                                             ,L18349,6
889,3d6.(5D).6d,4G,5/2,6.0,14.2342003,6e-07,,                                                                             ,L18349,6
890,3d6.(5D).6d,4F,9/2,10.0,14.1540577,6e-07,,                                                                             ,L18349,6
891,3d6.(5D).6d,114212,7/2,8.0,14.16053,6e-07,,                                                                             ,L18349,6
892,3d6.(5D).6d,114242,5/2,6.0,14.1642664,6e-07,,                                                                             ,L18349,6
893,3d6.(5D).6d,114333,7/2,8.0,14.1755723,6e-07,,                                                                             ,L18349,6
894,3d6.(5D).6d,114352,5/2,6.0,14.1779495,6e-07,,                                                                             ,L18349,6
895,3d6.(5D).6d,114393,3/2,4.0,14.1830292,6e-07,,                                                                             ,L18349,6
896,3d6.(5D).6d,114395,7/2,8.0,14.1832304,6e-07,,                                                                             ,L18349,6
897,3d6.(5D).6d,114399,3/2,4.0,14.1836894,6e-07,,                                                                             ,L18349,6
898,3d6.(5D).6d,114428,7/2,8.0,14.1873147,6e-07,,                                                                             ,L18349,6
899,3d6.(5D).6d,114464,3/2,4.0,14.1918354,6e-07,,                                                                             ,L18349,6
900,3d6.(5D).6d,114470,5/2,6.0,14.1925708,6e-07,,                                                                             ,L18349,6
901,3d6.(5D).6d,114475,5/2,6.0,14.1931935,6e-07,,                                                                             ,L18349,6
902,3d6.(3G).5p,2H*,11/2,12.0,14.1981066,6e-07,,  50  3d6.(3G).5p 2H*                 :    29  3d6.(3G).5p             4H*   ,L18349c137,5
903,3d6.(3G).5p,2H*,9/2,10.0,14.2297153,6e-07,,  69  3d6.(3G).5p 2H*                 :     7  3d6.(3G).5p             2G*   ,L18349c137,5
904,3d6.(5D).6d,114584,5/2,6.0,14.2066561,6e-07,,                                                                             ,L18349,6
905,3d6.(5D).6d,114596,3/2,4.0,14.2081505,6e-07,,                                                                             ,L18349,6
906,3d6.(5D).6d,114673,1/2,2.0,14.2177335,6e-07,,                                                                             ,L18349,6
907,3d6.(3G).5p,4G*,11/2,12.0,14.2421732,6e-07,,  44  3d6.(3G).5p 4G*                 :    14  3d5.(2G2).4s.(3G).4p    4G*   ,L18349c137,5
908,3d6.(3G).5p,2G*,9/2,10.0,14.2430563,6e-07,,  69  3d6.(3G).5p 2G*                 :     7  3d6.(3G).5p             2H*   ,L18349c137,5
909,3d6.(5D).6d,6P,7/2,8.0,14.2557134,6e-07,,                                                                             ,L18349,6
910,3d6.(5D).6d,6P,3/2,4.0,14.2594058,6e-07,,                                                                             ,L18349,6
911,3d6.(5D).6d,6P,5/2,6.0,14.2641201,6e-07,,                                                                             ,L18349,6
912,3d6.(3D).4d,4F,9/2,10.0,14.2619847,6e-07,,                                                                             ,L18349,4
913,3d5.4s.(5S).5s,6S,5/2,6.0,14.3037135,6e-07,,                                                                             ,L18349,5
914,3d5.4s.(5S).5s,4S,3/2,4.0,14.325861,6e-07,,                                                                             ,L18349,5
915,3d5.4s.(5S).4d,6D,1/2,2.0,14.4234787,1e-06,,                                                                             ,L18349,4
916,3d5.4s.(5S).4d,6D,9/2,10.0,14.4236948,6e-07,,                                                                             ,L18349,4
917,3d5.4s.(5S).4d,6D,3/2,4.0,14.4237924,7e-07,,                                                                             ,L18349,4
918,3d5.4s.(5S).4d,6D,5/2,6.0,14.4241541,6e-07,,                                                                             ,L18349,4
919,3d5.4s.(5S).4d,6D,7/2,8.0,14.4246036,7e-07,,                                                                             ,L18349,4
920,3d5.4p2,4P,5/2,6.0,14.6422335,6e-07,,                                                                             ,L18349,4
921,3d5.4p2,4P,3/2,4.0,14.6645221,6e-07,,                                                                             ,L18349,4
922,3d6.(5D<4>).6h,2[7]*,13/2,14.0,14.6857167,6e-07,,  97  3d6.(5D<4>).6h 2[7]*                                                   ,L18349c137,6
923,3d6.(5D<4>).6h,2[7]*,15/2,16.0,14.6857179,6e-07,, 100  3d6.(5D<4>).6h 2[7]*                                                   ,L18349c137,6
924,3d6.(5D<4>).6h,2[6]*,11/2,12.0,14.6857403,6e-07,, 100  3d6.(5D<4>).6h 2[6]*                                                   ,L18349c137,6
925,3d6.(5D<4>).6h,2[6]*,13/2,14.0,14.685741,6e-07,,  97  3d6.(5D<4>).6h 2[6]*                                                   ,L18349c137,6
926,3d6.(5D<4>).6h,2[5]*,11/2,12.0,14.6861256,6e-07,, 100  3d6.(5D<4>).6h 2[5]*                                                   ,L18349c137,6
927,3d6.(5D<4>).6h,2[5]*,9/2,10.0,14.6861256,6e-07,, 100  3d6.(5D<4>).6h 2[5]*                                                   ,L18349c137,6
928,3d6.(5D<4>).6h,2[8]*,15/2,16.0,14.6862614,6e-07,, 100  3d6.(5D<4>).6h 2[8]*                                                   ,L18349c137,6
929,3d6.(5D<4>).6h,2[8]*,17/2,18.0,14.6862633,6e-07,, 100  3d6.(5D<4>).6h 2[8]*                                                   ,L18349c137,6
930,3d6.(5D<4>).6h,2[4]*,9/2,10.0,14.6867116,6e-07,, 100  3d6.(5D<4>).6h 2[4]*                                                   ,L18349c137,6
931,3d6.(5D<4>).6h,2[4]*,7/2,8.0,14.6867118,6e-07,, 100  3d6.(5D<4>).6h 2[4]*                                                   ,L18349c137,6
932,3d6.(5D<4>).6h,2[3]*,7/2,8.0,14.6873616,6e-07,, 100  3d6.(5D<4>).6h 2[3]*                                                   ,L18349c137,6
933,3d6.(5D<4>).6h,2[3]*,5/2,6.0,14.6873623,6e-07,, 100  3d6.(5D<4>).6h 2[3]*                                                   ,L18349c137,6
934,3d6.(5D<4>).6h,2[9]*,17/2,18.0,14.6876767,6e-07,, 100  3d6.(5D<4>).6h 2[9]*                                                   ,L18349c137,6
935,3d6.(5D<4>).6h,2[9]*,19/2,20.0,14.6876795,6e-07,, 100  3d6.(5D<4>).6h 2[9]*                                                   ,L18349c137,6
936,3d6.(5D<4>).6h,2[2]*,3/2,4.0,14.6879642,6e-07,, 100  3d6.(5D<4>).6h 2[2]*                                                   ,L18349c137,6
937,3d6.(5D<4>).6h,2[2]*,5/2,6.0,14.6879652,6e-07,, 100  3d6.(5D<4>).6h 2[2]*                                                   ,L18349c137,6
938,3d6.(5D<4>).6h,2[1]*,1/2,2.0,14.6884234,7e-07,, 100  3d6.(5D<4>).6h 2[1]*                                                   ,L18349c137,6
939,3d6.(5D<4>).6h,2[1]*,3/2,4.0,14.6884246,6e-07,, 100  3d6.(5D<4>).6h 2[1]*                                                   ,L18349c137,6
940,3d6.(5D<3>).6h,2[6]*,11/2,12.0,14.7404256,6e-07,, 100  3d6.(5D<3>).6h 2[6]*                                                   ,L18349c137,6
941,3d6.(5D<3>).6h,2[6]*,13/2,14.0,14.740427,6e-07,, 100  3d6.(5D<3>).6h 2[6]*                                                   ,L18349c137,6
942,3d6.(5D<3>).6h,2[5]*,9/2,10.0,14.7405065,6e-07,, 100  3d6.(5D<3>).6h 2[5]*                                                   ,L18349c137,6
943,3d6.(5D<3>).6h,2[5]*,11/2,12.0,14.7405071,6e-07,, 100  3d6.(5D<3>).6h 2[5]*                                                   ,L18349c137,6
944,3d6.(5D<3>).6h,2[7]*,13/2,14.0,14.7405552,6e-07,, 100  3d6.(5D<3>).6h 2[7]*                                                   ,L18349c137,6
945,3d6.(5D<3>).6h,2[7]*,15/2,16.0,14.740557,6e-07,, 100  3d6.(5D<3>).6h 2[7]*                                                   ,L18349c137,6
946,3d6.(5D<3>).6h,2[4]*,7/2,8.0,14.7407048,6e-07,, 100  3d6.(5D<3>).6h 2[4]*                                                   ,L18349c137,6
947,3d6.(5D<3>).6h,2[4]*,9/2,10.0,14.7407056,6e-07,, 100  3d6.(5D<3>).6h 2[4]*                                                   ,L18349c137,6
948,3d6.(5D<3>).6h,2[3]*,5/2,6.0,14.7409442,6e-07,, 100  3d6.(5D<3>).6h 2[3]*                                                   ,L18349c137,6
949,3d6.(5D<3>).6h,2[3]*,7/2,8.0,14.7409444,6e-07,, 100  3d6.(5D<3>).6h 2[3]*                                                   ,L18349c137,6
950,3d6.(5D<3>).6h,2[8]*,17/2,18.0,14.7409971,2.5e-06,, 100  3d6.(5D<3>).6h 2[8]*                                                   ,L18349c137,6
951,3d6.(5D<3>).6h,2[8]*,15/2,16.0,14.7409971,2.5e-06,, 100  3d6.(5D<3>).6h 2[8]*                                                   ,L18349c137,6
952,3d6.(5D<3>).6h,2[2]*,5/2,6.0,14.7411656,6e-07,, 100  3d6.(5D<3>).6h 2[2]*                                                   ,L18349c137,6
953,3d6.(5D<3>).6h,2[2]*,3/2,4.0,14.741167,6e-07,, 100  3d6.(5D<3>).6h 2[2]*                                                   ,L18349c137,6
954,3d6.(5D<2>).6h,2[3]*,7/2,8.0,14.7778909,6e-07,, 100  3d6.(5D<2>).6h 2[3]*                                                   ,L18349c137,6
955,3d6.(5D<2>).6h,2[3]*,5/2,6.0,14.7778917,6e-07,, 100  3d6.(5D<2>).6h 2[3]*                                                   ,L18349c137,6
956,3d6.(5D<2>).6h,2[7]*,15/2,16.0,14.7780523,2.5e-06,, 100  3d6.(5D<2>).6h 2[7]*                                                   ,L18349c137,6
957,3d6.(5D<2>).6h,2[7]*,13/2,14.0,14.7780548,2.5e-06,, 100  3d6.(5D<2>).6h 2[7]*                                                   ,L18349c137,6
958,3d6.(5D<2>).6h,2[4]*,7/2,8.0,14.7782362,6e-07,, 100  3d6.(5D<2>).6h 2[4]*                                                   ,L18349c137,6
959,3d6.(5D<2>).6h,2[4]*,9/2,10.0,14.7782369,6e-07,, 100  3d6.(5D<2>).6h 2[4]*                                                   ,L18349c137,6
960,3d6.(5D<2>).6h,2[5]*,9/2,10.0,14.7784754,6e-07,, 100  3d6.(5D<2>).6h 2[5]*                                                   ,L18349c137,6
961,3d6.(5D<2>).6h,2[5]*,11/2,12.0,14.7784757,6e-07,,  98  3d6.(5D<2>).6h 2[5]*                                                   ,L18349c137,6
962,3d6.(5D<2>).6h,2[6]*,11/2,12.0,14.7784769,6e-07,,  98  3d6.(5D<2>).6h 2[6]*                                                   ,L18349c137,6
963,3d6.(5D<2>).6h,2[6]*,13/2,14.0,14.7784779,6e-07,, 100  3d6.(5D<2>).6h 2[6]*                                                   ,L18349c137,6
964,3d6.(5D<1>).6h,2[4]*,7/2,8.0,14.8011557,9e-07,, 100  3d6.(5D<1>).6h 2[4]*                                                   ,L18349c137,6
965,3d6.(5D<1>).6h,2[4]*,9/2,10.0,14.8011648,6e-07,, 100  3d6.(5D<1>).6h 2[4]*                                                   ,L18349c137,6
966,3d6.(5D<1>).6h,2[6]*,13/2,14.0,14.801918,2.5e-06,, 100  3d6.(5D<1>).6h 2[6]*                                                   ,L18349c137,6
967,3d6.(5D<1>).6h,2[6]*,11/2,12.0,14.8019192,2.5e-06,, 100  3d6.(5D<1>).6h 2[6]*                                                   ,L18349c137,6
968,3d6.(5D<1>).6h,2[5]*,9/2,10.0,14.8032017,6e-07,, 100  3d6.(5D<1>).6h 2[5]*                                                   ,L18349c137,6
969,3d6.(5D<1>).6h,2[5]*,11/2,12.0,14.8032036,6e-07,, 100  3d6.(5D<1>).6h 2[5]*                                                   ,L18349c137,6
970,3d6.(5D<0>).6h,2[5]*,9/2,10.0,14.81402,6e-07,, 100  3d6.(5D<0>).6h 2[5]*                                                   ,L18349c137,6
971,3d6.(5D<0>).6h,2[5]*,11/2,12.0,14.8140221,6e-07,, 100  3d6.(5D<0>).6h 2[5]*                                                   ,L18349c137,6
972,3d6.(3H).6s,4H,13/2,14.0,15.1092073,6e-07,,                                                                             ,L18349,6
973,3d6.(3H).6s,4H,9/2,10.0,15.1467502,6e-07,,                                                                             ,L18349,6
974,3d6.(3H).6s,4H,7/2,8.0,15.1629778,6e-07,,                                                                             ,L18349,6
975,3d6.(3H).6s,2H,11/2,12.0,15.1651318,6e-07,,                                                                             ,L18349,6
976,3d6.(3H).6s,2H,9/2,10.0,15.1971567,6e-07,,                                                                             ,L18349,6
977,3d6.(3P2<2>).4f,2[4]*,9/2,10.0,15.1700991,6e-07,,  58                                  :    37  3d6.(3P1<2>).4f         2[4]* ,L18349,4
978,3d6.(3P2<2>).4f,2[3]*,7/2,8.0,15.170162,6e-07,,  52                                  :    33  3d6.(3P1<2>).4f         2[3]* ,L18349,4
979,3d6.(3H<6>).4f,2[8]*,15/2,16.0,15.2390124,6e-07,,  70  3d6.(3H<6>).4f 2[8]*            :     9  3d5.(2I).4s.(3I<7>).4p  2[8]* ,L18349c137,4
980,3d6.(3H<6>).4f,2[8]*,17/2,18.0,15.251036,6e-07,,  97  3d6.(3H<6>).4f 2[8]*                                                   ,L18349c137,4
981,3d6.(3H<6>).4f,2[3]*,7/2,8.0,15.243418,6e-07,,  97  3d6.(3H<6>).4f 2[3]*                                                   ,L18349c137,4
982,3d6.(3H<6>).4f,2[9]*,17/2,18.0,15.2441967,6e-07,, 100  3d6.(3H<6>).4f 2[9]*                                                   ,L18349c137,4
983,3d6.(3H<6>).4f,2[9]*,19/2,20.0,15.244371,6e-07,, 100  3d6.(3H<6>).4f 2[9]*                                                   ,L18349c137,4
984,3d6.(3H<6>).4f,2[4]*,9/2,10.0,15.2485928,7e-07,,  94  3d6.(3H<6>).4f 2[4]*                                                   ,L18349c137,4
985,3d6.(3H<6>).4f,2[7]*,13/2,14.0,15.248895,7e-07,,  44  3d6.(3H<6>).4f 2[7]*            :    13  3d6.(3H<5>).4f          2[7]* ,L18349c137,4
986,3d6.(3H<6>).4f,2[7]*,15/2,16.0,15.2523418,6e-07,,  95  3d6.(3H<6>).4f 2[7]*                                                   ,L18349c137,4
987,3d6.(3H<6>).4f,2[5]*,11/2,12.0,15.2503423,6e-07,,  84  3d6.(3H<6>).4f 2[5]*            :    15  3d6.(3H<6>).4f          2[6]* ,L18349c137,4
988,3d6.(3H<6>).4f,2[5]*,9/2,10.0,15.253324,6e-07,,  94  3d6.(3H<6>).4f 2[5]*                                                   ,L18349c137,4
989,3d6.(3H<6>).4f,2[6]*,13/2,14.0,15.2519656,6e-07,,  93  3d6.(3H<6>).4f 2[6]*            :     6  3d6.(3H<6>).4f          2[7]* ,L18349c137,4
990,3d6.(3H<6>).4f,2[6]*,11/2,12.0,15.2547037,9e-07,,  83  3d6.(3H<6>).4f 2[6]*            :    14  3d6.(3H<6>).4f          2[5]* ,L18349c137,4
991,3d6.(3H<5>).4f,2[7]*,13/2,14.0,15.270973,7e-07,,  46  3d6.(3H<6>).4f 2[7]*            :    23  3d6.(3H<5>).4f          2[7]* ,L18349c137,4
992,3d6.(3H<5>).4f,2[7]*,15/2,16.0,15.2796199,6e-07,,  66  3d6.(3H<5>).4f 2[7]*            :    27  3d6.(3H<5>).4f          2[8]* ,L18349c137,4
993,3d6.(3H<5>).4f,2[8]*,15/2,16.0,15.2739979,6e-07,,  67  3d6.(3H<5>).4f 2[8]*            :    19  3d6.(3H<5>).4f          2[7]* ,L18349c137,4
994,3d6.(3H<5>).4f,2[8]*,17/2,18.0,15.2772402,6e-07,,  96  3d6.(3H<5>).4f 2[8]*                                                   ,L18349c137,4
995,3d6.(3H<5>).4f,2[6]*,13/2,14.0,15.2810098,7e-07,,  65  3d6.(3H<5>).4f 2[6]*            :    30  3d6.(3H<5>).4f          2[7]* ,L18349c137,4
996,3d6.(3H<5>).4f,2[6]*,11/2,12.0,15.2812358,9e-07,,  67  3d6.(3H<5>).4f 2[6]*            :    28  3d6.(3H<5>).4f          2[5]* ,L18349c137,4
997,3d6.(3H<5>).4f,2[5]*,11/2,12.0,15.2835763,7e-07,,  68  3d6.(3H<5>).4f 2[5]*            :    29  3d6.(3H<5>).4f          2[6]* ,L18349c137,4
998,3d6.(3H<4>).4f,2[6]*,13/2,14.0,15.2941354,6e-07,,  34  3d6.(3H<4>).4f 2[7]*            :    24  3d6.(3H<4>).4f          2[6]* ,L18349c137,4
999,3d6.(3H<4>).4f,2[6]*,11/2,12.0,15.3047457,6e-07,,  74  3d6.(3H<4>).4f 2[6]*            :    23  3d6.(3H<4>).4f          2[5]* ,L18349c137,4
1000,3d6.(3H<4>).4f,2[7]*,15/2,16.0,15.2991859,6e-07,,  94  3d6.(3H<4>).4f 2[7]*                                                   ,L18349c137,4
1001,3d6.(3H<4>).4f,2[7]*,13/2,14.0,15.301477,6e-07,,  56  3d6.(3H<4>).4f 2[7]*            :    32  3d6.(3H<4>).4f          2[6]* ,L18349c137,4
1002,3d6.(3H<4>).4f,2[5]*,11/2,12.0,15.303014,9e-07,,  71  3d6.(3H<4>).4f 2[5]*            :    22  3d6.(3H<4>).4f          2[6]* ,L18349c137,4
1003,3d6.(3H<4>).4f,2[5]*,9/2,10.0,15.3040466,7e-07,,  94  3d6.(3H<4>).4f 2[5]*                                                   ,L18349c137,4
1004,3d6.(3H<4>).4f,2[3]*,5/2,6.0,15.3033949,7e-07,,  71  3d6.(3H<4>).4f 2[3]*            :    19  3d6.(3H<4>).4f          2[2]* ,L18349c137,4
1005,3d6.(3H<4>).4f,2[4]*,7/2,8.0,15.30402,6e-07,,  93  3d6.(3H<4>).4f 2[4]*                                                   ,L18349c137,4
1006,3d6.(3H<4>).4f,2[4]*,9/2,10.0,15.3071775,1e-06,,  93  3d6.(3H<4>).4f 2[4]*                                                   ,L18349c137,4
1007,3d6.(3P2<1>).4f,2[4]*,9/2,10.0,15.3281124,6e-07,,  61                                  :    38  3d6.(3P1<1>).4f         2[4]* ,L18349,4
1008,3d6.(3H).5d,4H,13/2,14.0,15.3999198,6e-07,,                                                                             ,L18349,5
1009,3d6.(3H).5d,4K,15/2,16.0,15.4108934,2e-06,,                                                                             ,L18349,5
1010,3d6.(3F2<4>).4f,2[6]*,13/2,14.0,15.423652,7e-07,,  52  3d6.(3F2<4>).4f 2[6]*           :    22  3d6.(3F2<4>).4f         2[7]* ,L18349c137,4
1011,3d6.(3F2<4>).4f,2[7]*,15/2,16.0,15.4263027,6e-07,,  75  3d6.(3F2<4>).4f 2[7]*           :    21  3d6.(3F1<4>).4f         2[7]* ,L18349c137,4
1012,3d6.(3F2<4>).4f,2[7]*,13/2,14.0,15.4281503,7e-07,,  51  3d6.(3F2<4>).4f 2[7]*           :    18  3d6.(3F2<4>).4f         2[6]* ,L18349c137,4
1013,3d6.(3H).5d,2K,15/2,16.0,15.4462457,1e-06,,                                                                             ,L18349,5
1014,3d6.(3F2<3>).4f,2[6]*,13/2,14.0,15.4560319,7e-07,,  76  3d6.(3F2<3>).4f 2[6]*           :    20  3d6.(3F1<3>).4f         2[6]* ,L18349c137,4
1015,3d6.(3G<5>).4f,2[6]*,11/2,12.0,15.8058464,9e-07,,  79  3d6.(3G<5>).4f 2[6]*            :    15  3d6.(3G<5>).4f          2[5]* ,L18349c137,4
1016,3d6.(3G<5>).4f,2[7]*,15/2,16.0,15.8060861,7e-07,,  95  3d6.(3G<5>).4f 2[7]*                                                   ,L18349c137,4
1017,3d6.(3G<5>).4f,2[7]*,13/2,14.0,15.8098713,6e-07,,  34  3d6.(3G<5>).4f 2[7]*            :    17  3d6.(3H<6>).6p          2[7]* ,L18349c137,4
1018,3d6.(3G<5>).4f,2[8]*,15/2,16.0,15.810978,6e-07,,  95  3d6.(3G<5>).4f 2[8]*                                                   ,L18349c137,4
1019,3d6.(3G<4>).4f,2[5]*,11/2,12.0,15.8537609,1e-06,,  53  3d6.(3G<4>).4f 2[5]*            :    36  3d6.(3G<4>).4f          2[6]* ,L18349c137,4
1020,3d6.(3G<4>).4f,2[6]*,13/2,14.0,15.8544846,9e-07,,  93  3d6.(3G<4>).4f 2[6]*                                                   ,L18349c137,4
1021,3d6.(3G<4>).4f,2[7]*,15/2,16.0,15.8567123,6e-07,,  95  3d6.(3G<4>).4f 2[7]*                                                   ,L18349c137,4
1022,3d6.(3G<4>).4f,2[7]*,13/2,14.0,15.8569894,6e-07,,  94  3d6.(3G<4>).4f 2[7]*                                                   ,L18349c137,4
1023,3d6.(3G<3>).4f,2[5]*,9/2,10.0,15.8768834,9e-07,,  54  3d6.(3G<3>).4f 2[5]*            :    42  3d6.(3G<3>).4f          2[4]* ,L18349c137,4
1024,3d6.(3G<3>).4f,2[5]*,11/2,12.0,15.8788027,7e-07,,  77  3d6.(3G<3>).4f 2[5]*            :    17  3d6.(3G<3>).4f          2[6]* ,L18349c137,4
1025,3d6.(3G<3>).4f,2[6]*,13/2,14.0,15.883641,7e-07,,  94  3d6.(3G<3>).4f 2[6]*                                                   ,L18349c137,4
1026,3d6.(3H).5d,4I,15/2,16.0,15.9694815,2.1e-06,,                                                                             ,L18349,5
1027,Limit,NaN,NaN,NaN,16.19921,5e-05,NaN,NaN,NaN,NaN
